esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
provide support in financial calculation,http://data.europa.eu/esco/skill/6bf6b5bd-6658-4338-b0ee-dc143e68e6d3,0.9326837062835693,70,0.7286181789020345,"democratize access to financial innovation, particularly in regions with limited accessibility"
plan procurement of meteorological equipment,http://data.europa.eu/esco/skill/6c05d755-009d-4fd7-9265-f588f32a606d,0.9353989362716675,142,0.7051269003394568,streamline and accelerate management of manufacturing operations
make abstracts,http://data.europa.eu/esco/skill/6c06c0f6-3510-4ef3-ab51-b0bec7f209ba,0.8898169994354248,0,0.6698856025801173,summarize documents and generate simple documents
design database scheme,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,0.9110547304153442,2,0.6873874137802716,"optimize operations by providing a holistic understanding of tools, personnel, and assets"
adjust rotogravure press,http://data.europa.eu/esco/skill/6c10e1c0-a7d2-4b58-9b8f-b1681d353255,0.8585444092750549,0,0.6665747573952204,generate appropriate expressions and movements without separate training
polish gemstones,http://data.europa.eu/esco/skill/6c1efc8a-c467-4b2f-a87b-f90c1525a549,0.8763993978500366,0,0.625558590002232,determines the color and form of products and moves them to their proper spot
manipulate wicker material,http://data.europa.eu/esco/skill/6c237701-1e50-4700-894b-25394349c57f,0.9008369445800781,2,0.655508509845084,"turn vast quantities of critical, fragmented, and rapidly changing content into accurate, timely, and verifiable answers"
follow evaluation procedures of materials at reception,http://data.europa.eu/esco/skill/6c2857b2-4d78-4ddf-97b3-4f79cad891af,0.9470994472503662,23,0.6671129026192458,enable the creation of advanced websites at scale
grade young fish,http://data.europa.eu/esco/skill/6c2b82c8-c98a-45a1-8291-59d5660acf6a,0.6549603343009949,0,0.44389415041374075,identify animals through noses and faces
dispense corrective lenses,http://data.europa.eu/esco/skill/6c3031c8-fac1-449a-849f-c24c5009db33,0.863039493560791,0,0.6717676652680746,apply antimicrobial coating to various medical devices and implants
revise quality control systems documentation,http://data.europa.eu/esco/skill/6c315001-d329-4930-9294-9cf2c7afb672,0.9412274360656738,519,0.7582080244952514,"integrate various data sources like code, documentation, and logs to provide root cause and resolution suggestions with supporting evidence"
track coffee deliveries,http://data.europa.eu/esco/skill/6c346579-6243-46af-8f0e-cca30ca8c4fe,0.8863350749015808,0,0.6790869832213405,track and share information about products throughout the supply chain
maintain engraving equipment,http://data.europa.eu/esco/skill/6c3527eb-71d6-4e9f-b481-8856dce1d6f1,0.9090023636817932,2,0.6979324368668198,automate sorting systems for recycling materials with precision and speed
climb on railcars,http://data.europa.eu/esco/skill/6c3d9ae0-b7ea-466e-ae9c-04138a4abbba,0.8786625862121582,0,0.6089463626630622,gain visibility into shipments and orders across all modes and geographies on a single platform
manage information in health care,http://data.europa.eu/esco/skill/6c3e28d6-e3cc-4b25-a5da-a0dce043cf17,0.9316168427467346,21,0.6894506273077231,"support personalized, empathetic care in healthcare delivery"
inform on renting agreements,http://data.europa.eu/esco/skill/6c3f7679-af52-4806-ab0d-2a692640703b,0.9356585741043091,9,0.6651438501452592,return a unified stream of compliance intelligence on companies and people
sell lubricant cooling products for vehicles,http://data.europa.eu/esco/skill/6c4ac9e9-e9d6-4527-a8df-b51b9197850f,0.9059874415397644,1,0.6639005655045327,automate processes for vehicle selling
create V-shape wrap,http://data.europa.eu/esco/skill/6c56ef42-3d55-4f73-a7a0-663a820d5141,0.7738057971000671,0,0.45657075158406535,support Hyper-V for Windows Roaming Client
understand written Ancient Greek,http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,0.7696433663368225,0,0.469642747556003,produce clear summaries of complex texts
test mechatronic units,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,0.8910109400749207,0,0.719078603786043,exchange data with monitoring and fleet management systems
monitor the use of resources in production,http://data.europa.eu/esco/skill/6c6da46c-c939-488c-8055-006b11d4ed1a,0.9671688675880432,327,0.6664854279732959,ensure transparency in the use of personal information
evaluate nutritional value of feeds,http://data.europa.eu/esco/skill/6c6dbc9f-5607-4fba-b831-8c814dc71cd6,0.9317943453788757,93,0.6603048918058411,sense and analyze humidity levels of individual products
deal with patients' anxiety,http://data.europa.eu/esco/skill/6c77aeef-327e-440f-8510-74ce5a73bd8a,0.8613483309745789,0,0.6094240076050816,improve patients' clinical and functional outcomes
participate in scientific colloquia,http://data.europa.eu/esco/skill/6c7e5e01-a372-4674-aa7c-589eb9e9448a,0.9378129839897156,81,0.6340131179683822,suggest participation in activities
advise on manufacturing problems,http://data.europa.eu/esco/skill/6c80c47c-3d08-4356-aa82-46f6ec82c898,0.9161258339881897,11,0.6884955093294957,communicate with precision on specific needs and strategies
inspect education institutions,http://data.europa.eu/esco/skill/6c81f922-0078-4796-b4bf-bdfd10276efb,0.9430608749389648,88,0.712586638395461,financial education calculators and resources creation
apply strategic thinking,http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,0.9279704093933105,141,0.7526802213429742,adopt sophisticated reasoning capabilities for business operations transformation
slice crystals into wafers,http://data.europa.eu/esco/skill/6c8e99ae-f429-4b6f-b243-6b404fa5f49b,0.8211479187011719,0,0.5591010027515427,integrate liquid cooling into computing servers
connect oil well heads,http://data.europa.eu/esco/skill/6c902e55-c42f-482f-91e7-f8bcd7ef4ff3,0.8747038841247559,0,0.5800722020416457,calculate potential oil and gas volumes
perform procurement market analysis,http://data.europa.eu/esco/skill/6c97d04d-7239-4dc7-90ef-3e812ba2b124,0.9421819448471069,175,0.7335936719965389,utilize data and results to generate trained machine learning models to improve the diagnosis and prediction of urological diseases such as bladder cancer
conduct airport safety inspections,http://data.europa.eu/esco/skill/6c9ce09b-e7b2-4164-b5b2-9b3bb2b720fd,0.909458339214325,4,0.6951955240678789,manage security and adherence to business and regulatory compliance requirements across different locations
clamp tyre into mould,http://data.europa.eu/esco/skill/6ca3261e-f750-4288-ba15-c36892122ac5,0.8156347870826721,0,0.5396278273764501,predict spare parts demand decades into the future
develop a translation strategy,http://data.europa.eu/esco/skill/6ca433d5-7633-406a-a870-667d5f1a86b0,0.9276179075241089,31,0.6677747935814482,develop a strategic ocean freight procurement strategy
manage mine ventilation,http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032,0.911374032497406,10,0.7011965582595272,accelerate the permitting and construction planning processes
support traumatised children,http://data.europa.eu/esco/skill/6caaeece-8a4a-44b3-bc78-d9687676c015,0.8691635727882385,0,0.6129744524810973,help people with speech disabilities express their wants and needs
technically design a sound system,http://data.europa.eu/esco/skill/6cad4013-3055-47ba-8316-0720e1a55256,0.9226676821708679,11,0.6415929226130784,construct applications with a conversational interface
protect surrounding area during chimney sweeping process,http://data.europa.eu/esco/skill/6cb07eb8-8fa2-4e77-997b-85507e09405d,0.8938977122306824,0,0.6618824516584713,accelerate the permitting and construction planning processes
manage the security team,http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,0.9024077653884888,2,0.6904709026192192,streamline employee and team development processes
clean ships,http://data.europa.eu/esco/skill/6cdaa773-3b80-465b-bba3-46fde74816d8,0.8429988026618958,0,0.5968266842208167,provide fleet managers with information on vehicle repairs needs
make decisions regarding the animal's welfare,http://data.europa.eu/esco/skill/6cdcabee-5927-4f16-9b46-0bb384782915,0.8627070188522339,0,0.6466382978918207,assess individual's mouse movements
conduct training on biomedical equipment,http://data.europa.eu/esco/skill/6ce5720c-eab2-4d63-98aa-38f0a1c554db,0.9261560440063477,14,0.6617789368538634,provide reporting capabilities on medications
label blood samples,http://data.europa.eu/esco/skill/6cf8c56c-4db6-4f6b-88b6-331f9902acea,0.8323950171470642,0,0.5983839382724073,early detection of cancer through blood tests
assemble insulating glazing units,http://data.europa.eu/esco/skill/6cf8d3d0-77c9-4252-b259-04d0c2f62ede,0.8714909553527832,0,0.6553616679723736,"accomplish all of the above in a secure, compliant, and cost-effective manner, running securely in their cloud account"
carry out repairs of convertible roof covers,http://data.europa.eu/esco/skill/6cfa75cf-8c07-4b9f-8106-912d2b7232bc,0.849799633026123,0,0.576930793783829,provide a single pane of glass for decision making
inspect underground power cables,http://data.europa.eu/esco/skill/6cfd4a53-f454-43aa-900e-c973cf5827a3,0.8990886807441711,0,0.6999990263356773,"provide users with actionable steps to identify and remediate to streamline the incident response process while minimizing downtime, reducing damage, and quickly restoring normal operations"
follow an ethical code of conduct for translation activities,http://data.europa.eu/esco/skill/6d019dab-a7ab-4f22-9197-afb1fbd3d27d,0.9178733229637146,20,0.6917870291941908,proactively prepare for the evolution of fraudulent activities
maintain breeding equipment,http://data.europa.eu/esco/skill/6d043734-b8a7-40bd-8e7a-c873bf9e310b,0.9322250485420227,145,0.7182043552277206,"build understanding of customer environments for threat prevention, detection, and response"
inspect waste disposal facilities,http://data.europa.eu/esco/skill/6d044324-5f20-42a7-99de-a61bcf9a264d,0.8796223998069763,0,0.6659321704624656,eliminate waste through automation and transparency
choose proper primer coat,http://data.europa.eu/esco/skill/6d0454a0-2335-4908-adff-200436f95cdf,0.8436466455459595,0,0.6306546059645013,choose the right manufacturing material for projects
ensure safe spectator movement,http://data.europa.eu/esco/skill/6d0f4280-3320-4e56-a8ac-e1f536d5cef1,0.9001719951629639,1,0.6644786031186918,advance the adoption of safe and secure autonomous driving services
design integrated circuits,http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,0.9413449764251709,117,0.7110436798175457,"input mechanical, temperature, and electrical properties for polymer development"
monitor ballast regulator,http://data.europa.eu/esco/skill/6d1dad98-12d2-45b6-a1dd-6916734b1fed,0.8912612795829773,0,0.7030787668636962,automated infrastructure inspection for the utilities industry
promote health in specialised care,http://data.europa.eu/esco/skill/6d23d9b2-3eb0-454b-bb1a-bb5b277c98b5,0.9439725875854492,33,0.6645370936590453,"support personalized, empathetic care in healthcare delivery"
demonstrate musicianship,http://data.europa.eu/esco/skill/6d2588bb-9e02-4665-b10a-05f013fab9ad,0.8943538069725037,0,0.6667375320508475,communicate on consumer messaging applications and voice channels in a compliant manner
manage personnel,http://data.europa.eu/esco/skill/6d25ef0c-9f6c-4e46-acf3-b2ae022f85f6,0.9485564827919006,104,0.7379269119528594,bring efficiencies and scale to HR and finance management
issue official documents,http://data.europa.eu/esco/skill/6d2872f7-219c-43b0-a2cc-99f411121c03,0.9036725163459778,1,0.6733232500085221,extract information from official documents
establish draft annual schedules for vessels,http://data.europa.eu/esco/skill/6d2e2dac-e93b-4afc-8621-7b8ceb3e48f9,0.8696302771568298,0,0.6692762687251308,plan operations and transmissions for maximum performance
repair vessel mechanical systems,http://data.europa.eu/esco/skill/6d330bed-8206-43b3-a34b-a41da15c8d73,0.8807010054588318,0,0.6691886366126855,integrate sensor technology with unmanned aerial systems for mobile monitoring of large areas
create base for products,http://data.europa.eu/esco/skill/6d35de4c-96d0-4598-b9ad-8b0e766919ca,0.9143128395080566,3,0.7059025594580827,choose the right manufacturing material for projects
carry picking work aids,http://data.europa.eu/esco/skill/6d372e75-5ca1-483a-b930-dd495dbe22ef,0.8333127498626709,0,0.622742005806622,translate language for work orders and maintenance tasks
recruit student ambassador,http://data.europa.eu/esco/skill/6d464155-f952-459e-92cd-308851f918f5,0.8657699227333069,0,0.601558587736381,"personalize experience to meet the needs of individual staff members, teams, and students"
perform diagnostic imaging procedures,http://data.europa.eu/esco/skill/6d4e180e-019f-417c-b6a6-69175c1f76d3,0.9022886753082275,2,0.7133898605010601,utilize data and results to generate trained machine learning models to improve the diagnosis and prediction of urological diseases such as bladder cancer
